name,rating,reviews,host_name,address,amenities,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,checkin,checkout
Kingsize bed (shared room) #1 - Driftwood Mentawai,New,0,Driftwood,"Seberut Barat Daya, West Sumatra, Indonesia","Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Pets allowed,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15360, Indonesia,2,2,12,0,1,0,12:00:00,12:00:00
Golden Home Dongsuwan Chiang Rai (E.Big),New,1,Suwimon,"Mae Chan, Chiang Rai, Thailand","Wifi,Free parking on premises,Garden,Refrigerator,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2015, Thailand,1,1,2,0,1,0,16:00:00,12:00:00
The Woods,New,0,Dinesh,"Beragala , Uva province, Sri Lanka","Free parking on premises,Pets allowed,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1824, Sri Lanka,4,8,8,0,4,0,13:00:00,11:00:00
KURULU ESTATE  5 Bungalows  $100 B and B.,5.0,7,William,"Rakwana, Sabaragamuwa Province, Sri Lanka","Kitchen,Wifi,Free parking on premises,Washing machine,Bath,Patio or balcony,Garden,Samsung refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9346, Sri Lanka,5,12,12,0,5,0,15:00:00,12:00:00
Cob 1 by The Mudhouse Marayoo,4.82,135,Roopa,"Munnar, Kerala, India","Mountain view,Wifi,Dedicated workspace,Free parking on premises,Patio or balcony,Garden,Cot,Children’s books and toys for ages 5–10 years old and 10+ years old,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8999, India,1,1,3,0,1,0,12:00:00,12:00:00
Hobbit House,4.71,7,Ashif,"Idukki, Kerala, India","Wifi,Dedicated workspace,Free parking on premises,Private indoor pool – available all year,HDTV,Garden,Indoor fireplace,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",9415, India,1,1,2,0,0,0,13:00:00,11:00:00
Leafy Greens Chiangmai : Peanut House,4.87,116,Nantanut,"Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai, Thailand","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Paid washer – In unit,AC – split-type ductless system,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4476, Thailand,2,3,5,0,2,0,12:00:00,11:00:00
Meena Bagh Shimla. A Himachali Cottage  in Shimla.,4.82,20,Sanjay,"Shimla, Himachal Pradesh, India","Kitchen,Wifi,Hot tub,Pets allowed,TV with standard cable/satellite,Washing machine,Dryer,Bath,Patio or balcony,Garden",28182, India,4,5,15,0,4,0,14:00:00,11:00:00
The Green Box~ Tiny Stone House (Home stay),4.69,42,"Simon, Germain","Pillaichavady, Puducherry, India","Courtyard view,Garden view,Kitchen,Wifi,Free parking on premises,Shared pool,Private hot tub,Pets allowed,Washing machine,Security cameras on property",3212, India,1,3,3,0,2,0,13:00:00,11:00:00
The Lazy Patio - Hauz Khas Village,4.65,52,Sukomal,"New Delhi, Delhi, India","Lake view,Kitchen,Wifi,Pets allowed,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",15991, India,3,4,8,0,3,0,12:00:00,12:00:00
The Mudhouse Marayoor - Adobe Nature Living,4.72,29,Roopa,"Munnar, Kerala, India","Garden view,Lake access,Wifi,Free parking on premises,Patio or balcony,Garden,Cot,Children’s books and toys for ages 5–10 years old and 10+ years old,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",14077, India,2,4,6,0,2,0,13:00:00,11:00:00
Kaaya Mud Earth Cottage Two,4.76,37,Kaaya,"Dehradun, Uttarakhand, India","Wifi,Free parking on premises,Shared pool,Pets allowed,Washing machine,Dryer,Garden,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2150, India,0,2,2,1,1,0,12:00:00,12:00:00
The Dalton's Village - Amidst a pine forest,5.0,9,Ryan,"Kullu, Himachal Pradesh, India","Garden view,Mountain view,Kitchen,Free parking on premises,Pets allowed,Shared backyard – Not fully fenced,Fire pit,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2282, India,1,1,3,0,1,0,12:00:00,12:00:00
Vintage Maasai Lodge Villa,4.75,16,Maasai,"Nairobi, Nairobi County, Kenya","Park view,Kitchen,Free parking on premises,Shared pool,Pets allowed,EV charger,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",18241, Kenya,2,5,8,0,4,0,11:00:00,13:00:00
"Gangavali mane. Gokarna
Entire  house",4.75,20,Savita,"Bhavikodla, Karnataka, India","Courtyard view,Beach access,Kitchen,Wifi,Dedicated workspace,Free driveway parking on premises,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1726, India,2,5,4,0,3,0,10:00:00,09:00:00
Earth house to experience Minimalist Living,New,2,Laiju,"Wayanad, Kerala, India","Wifi,Dedicated workspace,Free parking on premises,Patio or balcony,Garden,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1369, India,1,1,2,0,1,0,15:00:00,12:00:00
A farm house surrounded by jungle,New,0,Rajeesh,"Ghiyagi, Himachal Pradesh, India","Pets allowed,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1027, India,1,1,8,0,2,0,12:00:00,00:00:00
Earthen Home with 2 bedrooms on an organic farmstead in the middle of Bandipur National Park,New,1,Mansoor,"Bandipur, Karnataka, India","Garden view,Park view,Kitchen,Dedicated workspace,Free parking on premises,Paid washer – In building,Bath,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7657, India,3,3,6,0,3,0,12:00:00,10:00:00
GreenArts-Silence is golden,4.96,24,Hanif,"Jaisalmer, Rajasthan, India","Free parking on premises,Pets allowed,Patio or balcony,Garden,Luggage drop-off allowed,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",810, India,1,3,3,0,1,0,15:00:00,12:00:00
"Free Birds, Charang",5.0,4,Sonu,"Charang Khas, Himachal Pradesh, India","Kitchen,Free parking on premises,Pets allowed,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",913, India,2,3,6,0,3,0,15:00:00,12:00:00
Art House - Boutique home near the desert!,4.88,68,Guy,"Tzofar, South District, Israel","Kitchen,Wifi,Free parking on premises,Pool,Washing machine,Dryer,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",12151, Israel,1,2,2,0,1,0,15:00:00,11:00:00
GreenArts-Experience the desert in a natural way,4.78,40,Hanif,"Jaisalmer, Rajasthan, India","Free parking on premises,Pets allowed,Patio or balcony,Garden,Luggage drop-off allowed,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1301, India,1,3,3,0,1,0,15:00:00,12:00:00
Vista Stays (Hilltop Homestay with best views),4.89,9,Shantanu,"Jeolikote, Uttarakhand, India","City skyline view,Garden view,Waterfront,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1712, India,1,1,2,0,1,0,08:00:00,00:00:00
Sharda Stays Binsar Himalayas,New,0,Mayank,"Mat, Uttarakhand, India","Garden view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1881, India,1,1,2,0,0,0,12:00:00,12:00:00
"Earth House with private pool, Garden  & Campfire.",5.0,3,Thilina,"Kalutara, Western Province, Sri Lanka","Wifi,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,TV,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2736, Sri Lanka,1,1,2,0,1,0,12:00:00,12:00:00
Expansive mountain view suite with all meals.,New,1,The Mandala House,"Devprayag, Uttarakhand, India","Waterfront,Kitchen,Free parking on premises,Pool,Washing machine,Dryer,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",22824, India,1,1,2,0,1,0,14:00:00,12:00:00
Laikipia Safari Cottages(1 Bed Room Cosy Cottages),4.61,18,Margaret,"Nanyuki, Laikipia, Kenya","Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Patio or balcony,Garden,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6567, Kenya,1,1,3,0,1,0,12:00:00,10:00:00
"The Mudhouse Marayoor, Munnar",New,0,Roopa,"Munnar, Kerala, India","Garden view,Mountain view,Wifi,Free parking on premises,Bath,Patio or balcony,Private backyard – Fully fenced,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",40000, India,4,8,12,0,4,0,13:00:00,12:00:00
Village Homestay Panchase - Pokhara - Room 2,4.93,42,Rabindra & Family,"Damdame Village, Kaski District, 3 hours from Pokhara, Nepal","Indoor fireplace,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1733, Nepal,0,3,3,1,1,0,12:00:00,12:00:00
Gratitude Stays - Earth House (Stay in Joy),New,1,Advait,"Parule, Maharashtra, India","Free parking on premises,Pets allowed,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4565, India,1,1,3,0,1,0,11:00:00,10:00:00
Art Village Karjat,New,1,Ganga,"Hatnoli, Maharashtra, India","Courtyard view,Garden view,Kitchen,Free parking on premises,Pets allowed,Air conditioning,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7703, India,2,3,4,0,1,0,14:00:00,12:00:00
"The jungle paradise (Eco) -""Clay house/yurt""",5.0,18,Rukmal,"Habarane, Sri Lanka","Lake access,Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1368, Sri Lanka,1,2,3,0,1,0,14:00:00,11:00:00
Surwahi Social Ecoestate Kanha,New,2,Ankit,"Khairlanji Ryt., Madhya Pradesh, India","Garden view,Park view,Waterfront,Kitchen,Wifi – 1 Mbps,Dedicated workspace,Free parking on premises,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1712, India,4,20,16,0,3,0,12:00:00,11:00:00
Relax Terrace Earth Home with Salted outdoor Pool,New,2,Dusadee,"Chiang Mai, Thailand","Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",2015, Thailand,1,1,2,0,1,0,13:00:00,12:00:00
The Mud Villas and camps,New,0,Pradeep,"Kasmoli, Uttarakhand, India","Mountain view,Valley view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1141, India,5,8,16,0,11,0,09:00:00,12:00:00
Pond View Cave Style Deluxe Cottage,New,0,Asheem,"Nenmeni, Kerala, India","Wifi,Free parking on premises,Pool,TV,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5135, India,1,1,2,0,1,0,12:00:00,12:00:00
Stunning Bamboo Dome Home - B&B rooms,New,1,Felix,"Chiang Mai, Thailand","Lake access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Washing machine,Shared backyard – Not fully fenced,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",2492, Thailand,2,4,3,0,2,0,12:00:00,12:00:00
"Banyan Lodge, Yala",4.91,34,Souhaine And Vijayanthi,"Moneragala, Uva Province, Sri Lanka","Lake view,Kitchen,Wifi,Free parking on premises,Pets allowed,Private patio or balcony,Shared backyard – Not fully fenced,Indoor fireplace: wood-burning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4743, Sri Lanka,1,3,6,0,1,0,14:00:00,11:00:00
Petra bedouin house,4.63,21,Attallah,"Petra, Jordan, Ma'an Governorate, Jordan","Kitchen,Wifi,Free parking on premises,TV,Fire pit,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1385, Jordan,1,6,6,0,1,0,12:00:00,12:00:00
MUSTANG BON HOMESTAY VILLAGE,New,1,Yungdung,"Kushma, Mid-Western Development Region, Nepal","Kitchen,Wifi,Dedicated workspace,Pets allowed,38"" HDTV,Paid washing machine,Indoor fireplace,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1550, Nepal,5,2,16,0,1,0,15:00:00,12:00:00
Banyan Camp- Champagne Lodge,4.87,77,Souhaine And Vijayanthi,"Moneragala, Uva Province, Sri Lanka","Garden view,Lake view,Waterfront,Wifi,Free parking on premises,Private hot tub,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13134, Sri Lanka,1,2,4,0,2,0,14:00:00,11:00:00
Pushkar Earth Hostel - Saral Shambhala,5.0,3,Nivedita,"Pushkar, Rajasthan, India","Kitchen,Free parking on premises,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",11412, India,2,10,16,0,1,0,15:00:00,12:00:00
Room with incredible view on the Annapurnas,New,1,Valerie,"Manang, Mid-Western Development Region, Nepal","Lake access,Kitchen,Indoor fireplace,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1090, Nepal,0,5,6,1,2,0,16:00:00,11:00:00
GreenArts-Soulfood in the heart of the desert,4.92,12,Hanif,"Jaisalmer, Rajasthan, India","Free parking on premises,Pets allowed,Patio or balcony,Garden,Luggage drop-off allowed,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1301, India,1,4,4,0,1,0,15:00:00,12:00:00
Alishan EcoHomes,New,0,Waqar,"Mhasala, MH, India","Wifi,Free parking on premises,Pool,Pets allowed,Luggage drop-off allowed,Children’s books and toys,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3424, India,4,4,16,0,4,0,12:00:00,11:00:00
CAMEL SAFARI TOUR AND SLEEP ON THE SAND DUNES,4.89,9,Narpat,"Khuri, Rajasthan, India","Kitchen,Free parking on premises,Pets allowed,Lift,EV charger,Washing machine,Dryer,Baby bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1084, India,3,7,11,0,0,0,12:00:00,11:00:00
Ideal Hill Top Mud House for work from Mountains,New,0,Hideout,"Siloti Pant, Uttarakhand, India","Mountain view,Valley view,Kitchen,Wifi,Free parking on premises,TV,Fire pit,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",14720, India,4,12,16,0,4,0,12:00:00,11:00:00
BADAL HOUSE KHURI,5.0,16,Narpat,"Khuri, Rajasthan, India","Kitchen,Free parking on premises,Pets allowed,Washing machine,Dryer,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1027, India,4,4,6,0,5,0,12:00:00,12:00:00
Nature Live by Earth Life with Outdoor Salted Pool,New,0,Dusadee,"Chiang Mai, Thailand","Wifi,Free parking on premises,Shared pool,Pets allowed,TV,Air conditioning,Hair dryer,Fire pit,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",7556, Thailand,3,4,6,0,2,0,14:00:00,12:00:00
Unique Mud Cottage live like local - 3,5.0,6,Chhotaram & Mamata,"Jodhpur, Rajasthan, India","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Dryer,Air conditioning,Indoor fireplace,Security cameras on property",3652, India,5,4,8,0,4,0,12:00:00,11:00:00
2 Separate Hut | Resort | Nature | PEaceful,New,1,Sumit,"Shoghi, Himachal Pradesh, India","Wifi,Free parking on premises,Pets allowed,TV,Shared patio or balcony,Shared backyard – Fully fenced,Hair dryer,Fire pit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4565, India,2,2,4,0,2,0,12:00:00,12:00:00
Painapaita Homestay าย นา าย าน น น เอง าย,New,0,Suparatana,"Thung Yao, Mae Hong Son, Thailand","Kitchen,Wifi,Free parking on premises,Patio or balcony,Garden,Luggage drop-off allowed,Refrigerator,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5037, Thailand,2,3,4,0,2,0,12:00:00,12:00:00
Govekar's Eco home resort,New,0,Mangesh,"Chiplun, Maharashtra, India","Kitchen,Free parking on premises,Pets allowed,Patio or balcony,Garden,Breakfast,Gym,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3275, India,4,8,8,0,4,0,10:00:00,10:00:00
Traditional Nepali Village. Hostel at Organic Farm,New,0,Larisa,"Panauti, Central Development Region, Nepal","Kitchen,Pets allowed,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",912, Nepal,1,0,3,0,1,0,12:00:00,12:00:00
Stay in nature for lovers of adventures and relax,New,1,Faisal,"Al Buraymi Governorate, Oman","Desert view,Mountain view,Wifi,Free on-street parking,Pets allowed,TV,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",7296, Oman,2,3,3,0,1,0,15:00:00,12:00:00
ZORBA FARMS(FARM LIVING IN NATURE),New,0,Vibhor,"Bhopal, Madhya Pradesh, India","Lake access,Wifi,Free parking on premises,TV with standard cable/satellite,Garden,Luggage drop-off allowed,Refrigerator,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",13707, India,2,5,6,0,2,0,15:00:00,12:00:00
Adobe cottage 'The Fire',New,0,"Aoi, Anke And Asa","ตำบล เกาะลันตาใหญ่, กระบี่, Thailand","Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,Children’s books and toys,High chair,Baby bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6045, Thailand,1,3,4,0,1,0,12:00:00,11:00:00
Mudhut in a traditional homestay in Cochin,New,0,Bino,"Ernakulam, Kerala, India","Garden view,Park view,Wifi,Dedicated workspace,Free parking on premises,Pool,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4000, India,0,1,2,0,1,0,12:00:00,10:00:00
Cottages at Family In The Hills by Trukeey,New,0,Gurpreet Singh,"Nathuwakhan, Uttarakhand, India","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2185, India,5,6,2,0,5,0,10:00:00,12:00:00
